"bin","age","income"
"60-69",68,34171.1473969088
"20-29",26,112499.104869901
"70-79",79,45675.1602607517
"30-39",36,107206.12182152
"60-69",60,65473.5617463188
"60-69",66,59379.4187635694
"40-49",41,78748.0069280637
"40-49",42,112638.96695399
"80-",82,53978.9520819504
"20-29",27,54296.6149996142
"20-29",29,113424.631586181
"50-59",55,62027.1990746467
"40-49",44,62167.8904492594
"80-",83,52761.1653942497
"30-39",30,105769.402137753
"40-49",49,29948.7177171863
"20-29",23,36536.3783053376
"30-39",30,50783.278974911
"20-29",28,71112.7575735838
"70-79",70,67798.2081991051
"30-39",33,128842.864443714
"50-59",54,61613.4557466972
"20-29",24,28203.9934186511
"60-69",68,55942.9002685014
"70-79",79,50033.5462590524
"20-29",21,39482.4655663889
"40-49",41,60288.1568732848
"30-39",30,101532.513199747
"60-69",60,49923.699240273
"50-59",58,94562.5388336941
"20-29",22,37667.3367967739
"30-39",33,85250.7347997689
"30-39",32,109102.955306755
"50-59",50,102866.246078216
"30-39",36,37426.3628728267
"20-29",24,20809.8192838507
"20-29",23,34107.7223846728
"70-79",70,43485.1858650661
"30-39",32,70120.1088680993
"20-29",24,52267.7759541478
"30-39",30,109126.575258658
"50-59",57,45211.1037224155
"40-49",49,66241.3748985641
"30-39",33,103176.029490215
"50-59",58,70330.5729752723
"20-29",26,78817.5356056236
"20-29",27,83061.5268694172
"10-19",19,41358.2358295134
"40-49",41,79457.5022029608
"50-59",53,84216.3413429154
"20-29",24,15900.0259049693
"20-29",26,94803.4726593119
"60-69",68,62899.5704002812
"20-29",21,46960.9289092299
"30-39",30,67687.0982048604
"80-",83,39379.0928460735
"50-59",58,68714.7406457377
"30-39",31,99058.0153829961
"50-59",57,52726.9109981548
"20-29",28,83889.2190035625
"20-29",21,31649.5302030757
"20-29",20,47379.6999983728
"50-59",57,49314.6958900296
"70-79",70,42692.8355653109
"20-29",22,40399.8734730666
"80-",84,68141.268966248
"20-29",21,49093.5812855846
"40-49",49,52641.5523498483
"50-59",50,79414.8056594088
"60-69",65,47169.0501404348
"50-59",59,54988.2516316351
"50-59",55,58816.2152175378
"30-39",35,74787.6658686681
"30-39",30,84604.3560916872
"20-29",27,105869.536871334
"60-69",61,55193.4114175739
"50-59",59,69814.833958904
"50-59",55,62083.9354744493
"30-39",33,89962.4997261883
"50-59",59,65043.2238756479
"30-39",30,92773.8570234028
"40-49",41,40742.0587065013
"50-59",56,72743.8713723694
"20-29",26,80074.9118770126
"60-69",68,67453.5667342453
"30-39",35,37093.4722950379
"30-39",32,80688.5751036617
"50-59",52,61928.8049693153
"20-29",22,55175.3818430193
"40-49",49,50156.3427759054
"50-59",58,81598.2740790883
"50-59",56,96669.4233969001
"20-29",28,61342.194718899
"20-29",26,108108.409673983
"20-29",21,28973.0775989108
"20-29",21,19164.8315068245
"30-39",36,28785.4787687051
"60-69",69,52834.0445294219
"30-39",39,73064.7092411172
"20-29",23,48864.6969157541
"10-19",18,45837.0885540982
"30-39",38,87861.5869757022
"50-59",51,74655.6216533724
"20-29",22,30919.2742654825
"30-39",30,100953.098128388
"60-69",63,58251.2896419044
"30-39",32,55457.411557405
"80-",89,24603.3796648662
"30-39",30,74633.334727689
"40-49",49,23316.3875567489
"40-49",42,70331.794079918
"20-29",27,81685.0296303949
"40-49",43,99799.5582716129
"30-39",33,63919.7396039631
"50-59",58,98586.5175658292
"50-59",51,67411.1510209057
"40-49",47,65035.5625887638
"20-29",29,86085.752064289
"60-69",68,73311.7349240466
"50-59",52,67691.2285578329
"30-39",38,92310.4252473409
"40-49",44,67502.6588667056
"30-39",34,102978.114266275
"30-39",39,78723.3453139811
"70-79",77,46197.9041383834
"30-39",38,78354.7819731222
"50-59",53,69343.3370112475
"50-59",50,71238.1128324169
"20-29",28,60902.4191676689
"20-29",25,96013.2960005092
"20-29",26,70647.5207047136
"20-29",20,28370.1393745115
"20-29",24,16301.7714487644
"40-49",49,62992.2392630035
"20-29",20,45106.0497592812
"10-19",18,27279.1185174421
"30-39",33,45604.8167595948
"40-49",46,110107.275192887
"20-29",27,80739.2499559228
"40-49",41,84853.5899555114
"30-39",36,72990.1886412838
"30-39",32,123139.840560564
"20-29",25,111766.53643338
"50-59",59,65250.4393099222
"20-29",29,68404.0025504782
"20-29",21,38710.950227419
"30-39",34,89485.0608346885
"20-29",25,176938.557118027
"40-49",41,86728.9025580731
"50-59",53,72672.9895880799
"30-39",34,99129.9858354285
"70-79",77,55402.865842755
"20-29",22,36839.5383693473
"50-59",56,75494.8515711132
"40-49",40,52708.8555476088
"30-39",39,98961.2018258152
"60-69",67,44277.9695448041
"20-29",28,61014.7247198111
"60-69",67,28663.4047556818
"20-29",24,25124.7470613788
"30-39",32,85023.2749483143
"60-69",60,87561.0151660406
"20-29",26,41497.5835274099
"30-39",34,56889.28798119
"80-",83,42089.624109628
"40-49",43,80412.88378333
"30-39",33,72978.8561304224
"40-49",47,77934.9239012153
"10-19",19,21780.2972192924
"40-49",46,84025.4241901702
"20-29",22,20021.7478124651
"30-39",34,75383.5224987027
"30-39",32,69525.8466919992
"30-39",31,117617.210535368
"20-29",27,81725.012378821
"40-49",40,14219.3066001082
"30-39",31,104689.763413098
"50-59",52,67802.6701901039
"70-79",78,43519.1180684208
"20-29",29,84602.9973162444
"70-79",78,54729.4386334667
"70-79",77,52930.7737410525
"50-59",53,59623.7696053762
"20-29",22,31809.3211246226
"20-29",21,34586.2458204895
"50-59",57,53732.7545228453
"30-39",33,103193.995517284
"30-39",39,98095.2860561364
"60-69",65,35764.7841117431
"50-59",58,89886.307448889
"40-49",48,80930.2873864038
"70-79",74,58451.8243294183
"40-49",44,114339.684109883
"20-29",20,36143.0167542432
"40-49",48,69897.9718065196
"80-",89,45029.9851213527
"70-79",71,63573.6190539657
"40-49",46,59637.5193744317
"60-69",60,63898.9928551381
"30-39",36,93503.8685135402
"30-39",38,89272.6211562318
"30-39",37,55032.0242384564
"60-69",66,46775.2000218974
"40-49",47,96941.4265739241
"20-29",28,70531.0562889764
"50-59",55,112030.179562284
"20-29",23,46215.859726236
"40-49",41,76091.2385942515
"20-29",22,20665.8067052997
"40-49",46,79597.4126276822
"40-49",44,30523.5441215889
"30-39",31,65855.3261653012
"50-59",50,64152.0457626883
"20-29",21,38107.0068001326
"50-59",57,84874.4620475386
"30-39",38,109956.339699052
"10-19",19,26128.3276904111
"20-29",27,81983.5676159037
"70-79",78,39987.518535763
"10-19",19,29500.4149235763
"20-29",26,64925.3743060937
"20-29",23,20086.9390166178
"60-69",65,60040.6857883899
"60-69",68,44466.3510484792
"20-29",24,31238.834684477
"40-49",40,92498.3489061968
"40-49",43,93407.3857158112
"20-29",29,76399.1637132979
"30-39",34,102989.517407255
"40-49",49,99339.5875524519
"40-49",46,41423.3956395051
"80-",85,46769.6432147109
"60-69",67,20379.7111292304
"20-29",22,31281.0639873565
"80-",84,52853.8627241889
"20-29",21,36095.6088484771
"40-49",41,86016.7513276745
"50-59",54,90038.6440699132
"20-29",22,19360.3496537426
"20-29",28,127524.680028745
"80-",81,42133.8161699335
"30-39",38,113847.013345959
"80-",88,54126.1047147265
"20-29",27,134702.359992051
"40-49",44,63466.0076440979
"70-79",79,41011.0869231237
"80-",84,58240.4059138671
"40-49",45,105923.086927175
"30-39",33,111594.008525609
"50-59",59,71459.8162498991
"50-59",52,62329.5452742452
"40-49",48,108986.795571877
"40-49",47,61565.2888787151
"50-59",57,39974.8963023695
"40-49",47,60143.7442722889
"70-79",74,65563.3000182308
"60-69",66,16990.8752263685
"30-39",37,119500.789414157
"40-49",48,88587.5938834408
"40-49",47,69611.8821197125
"20-29",24,27923.3904748838
"30-39",37,95664.8582961646
"40-49",40,113509.34486948
"20-29",21,33242.5180937718
"20-29",22,35818.697291573
"40-49",40,116003.807869629
"20-29",20,26093.2526042129
"20-29",20,36872.5714481467
"40-49",49,66518.9580839002
"30-39",35,39925.7310477857
"60-69",68,66563.4794212771
"40-49",46,68952.0089824023
"40-49",44,69987.819601765
"30-39",30,81730.958339616
"30-39",36,62040.5162698239
"30-39",31,95121.6059369756
"70-79",76,63474.2833913423
"40-49",49,83697.0983333551
"20-29",27,57025.3616147858
"30-39",38,109652.498746955
"50-59",55,70698.6257142646
"30-39",38,81739.3864678567
"20-29",22,20755.3595106568
"40-49",40,107578.405810688
"50-59",58,65689.6345809128
"80-",88,35928.0596425585
"70-79",70,28992.6192592038
"20-29",26,74386.183194942
"40-49",40,64657.6953511131
"30-39",30,66126.1656383744
"30-39",35,75680.6535630228
"30-39",31,133231.670314241
"30-39",31,65608.8451972257
"30-39",33,100597.990780385
"80-",83,33579.3032038968
"10-19",18,34373.2792409562
"30-39",37,85894.6457759935
"10-19",18,27189.1058371063
"30-39",35,78255.1703485583
"40-49",48,62096.0573792707
"20-29",20,50444.9535102711
"20-29",24,26030.8840093861
"60-69",69,38215.5070662034
"20-29",24,34132.2552726831
"60-69",63,77972.8944634331
"30-39",36,69004.3934814417
"20-29",22,25448.687414999
"30-39",33,27125.6276097759
"20-29",21,39270.2071647976
"10-19",19,31676.0308566736
"20-29",27,41485.3735803512
"40-49",45,63144.5438743965
"30-39",35,74389.8670896115
"40-49",40,93495.088635052
"20-29",25,100187.53579925
"20-29",29,61841.3976644493
"20-29",29,92726.2345656776
"50-59",58,72295.0000796451
"30-39",33,72526.943342773
"40-49",45,85445.3776182432
"30-39",32,90535.2532738334
"60-69",66,68685.7535399512
"50-59",54,35387.6611381525
"30-39",34,86491.6686825503
"20-29",24,22305.3140347806
"50-59",54,88007.3372561269
"20-29",20,32786.3256602858
"30-39",37,70009.6320443707
"20-29",25,62852.494651614
"30-39",37,86881.618952755
"10-19",19,47742.8894270667
"20-29",24,28991.4910433682
"60-69",67,38628.7602222222
"20-29",26,79271.4465360496
"50-59",56,90277.5863176821
"40-49",46,84018.2077002453
"50-59",57,94829.2635837315
"40-49",44,118802.411473755
"80-",85,13093.3144666634
"80-",87,35264.0754727603
"30-39",38,98226.933710014
"50-59",59,47384.3649881134
"30-39",33,82324.479182301
"40-49",44,83237.7201858111
"30-39",39,78326.5875397467
"20-29",28,72537.1114189777
"20-29",28,121587.528294621
"20-29",25,49968.6527726545
"40-49",42,43940.6500182786
"60-69",69,38592.3808670142
"50-59",58,38352.9978172446
"20-29",28,110799.968562455
"50-59",56,43216.8777100955
"60-69",69,69307.2619365812
"40-49",42,106226.687785506
"40-49",49,36652.1224467504
"60-69",60,26628.0211913685
"60-69",64,82196.5076494424
"20-29",24,31708.8600441248
"30-39",32,87529.9632528839
"20-29",24,33687.6201528002
"10-19",18,54007.8997705958
"20-29",24,28670.1784927016
"70-79",77,30119.0085869843
"40-49",49,78902.793604087
"70-79",71,48021.5911099332
"60-69",63,53338.6446958889
"30-39",38,72190.5087736218
"20-29",29,60703.5662315055
"30-39",32,87967.7270047179
"30-39",38,68841.3827559025
"30-39",33,134418.083357194
"20-29",23,38890.2576233291
"50-59",51,45451.0292738129
"20-29",28,65239.4731385974
"60-69",63,105721.23195775
"20-29",24,25847.3861500002
"60-69",62,100039.870741961
"20-29",27,50918.9953244478
"30-39",31,99206.2172748364
"40-49",41,94176.6624160181
"70-79",73,76784.0233657771
"30-39",38,75819.8669254049
"40-49",44,102241.963585399
"30-39",33,58130.1956206152
"50-59",56,47096.4368705505
"50-59",51,81041.3025019764
"20-29",24,22705.1159761377
"20-29",28,73483.2454894299
"50-59",51,76235.7423544702
"50-59",57,92804.6807959448
"30-39",34,86113.704790049
"30-39",38,57436.7939078338
"50-59",50,76758.56116786
"80-",86,46448.0508463933
"30-39",36,85479.3503701653
"30-39",34,46950.182127182
"20-29",25,106880.941236311
"50-59",53,72393.0179378241
"50-59",55,56541.2771928478
"70-79",79,65023.0133062888
"40-49",40,71188.6834855237
"20-29",28,77745.5426343368
"30-39",37,67542.6828034005
"60-69",60,57525.6686064527
"60-69",63,100178.839921807
"60-69",60,76445.2807875582
"70-79",70,39119.2780232889
"40-49",46,88190.4057921813
"20-29",24,27924.9105039119
"20-29",25,51881.4678256365
"40-49",40,83477.1535573211
"70-79",71,42564.4174807112
"60-69",69,62051.0037902179
"20-29",28,86108.4401539802
"50-59",54,65641.0213138702
"80-",81,34472.347397692
"50-59",55,87550.6263284806
"30-39",32,65186.2758353215
"20-29",20,32576.0707256742
"20-29",25,76425.9751915064
"60-69",68,49978.9008562177
"30-39",36,108049.219478617
"70-79",79,27625.6436135676
"50-59",51,83500.4416292824
"40-49",46,91552.4597440961
"70-79",72,25685.27519623
"20-29",20,20393.1291822672
"10-19",19,13991.0105207365
"30-39",34,70556.8911269159
"50-59",58,78990.3417882058
"30-39",32,65412.6636945945
"20-29",29,94875.8514361441
"20-29",22,31636.2631907585
"40-49",43,62103.7120331017
"20-29",20,21808.4532624845
"80-",80,51737.8495984395
"40-49",42,49463.4340111377
"20-29",26,63367.3518110664
"70-79",77,67082.9432345196
"60-69",64,78422.4585273097
"50-59",50,84897.091897488
"30-39",39,81912.8403279451
"70-79",73,50198.3642114009
"60-69",64,99054.9515483755
"20-29",25,89472.9094087986
"70-79",71,46787.7628312067
"50-59",51,50001.2221932682
"20-29",23,42640.7164440495
"20-29",25,104177.929054324
"20-29",27,71999.3850494105
"70-79",71,59838.4987647714
"30-39",34,91288.6038748852
"80-",84,71090.471017867
"50-59",58,74647.579475158
"70-79",71,50682.5054999195
"40-49",45,84951.7696263025
"60-69",66,34765.8229110531
"40-49",41,82639.8589738332
"40-49",48,62487.9982954075
"70-79",79,46745.9830833923
"20-29",26,68437.5344521721
"20-29",24,29120.4701495289
"40-49",47,79826.4850117315
"40-49",45,52285.2095306824
"80-",85,48262.454109713
"60-69",62,69252.4465497451
"30-39",36,92722.5075650563
"60-69",62,72924.6122999819
"20-29",21,22646.2708441643
"50-59",58,46163.3843858693
"30-39",38,70099.731149099
"40-49",43,110085.196837335
"30-39",32,54146.7290788266
"30-39",35,103477.692720278
"40-49",48,71216.1787554861
"20-29",20,19854.1504370355
"30-39",32,88277.4627746064
"50-59",57,108609.098850318
"20-29",29,72357.661637871
"20-29",22,33604.9857351186
"70-79",74,19923.3449987849
"30-39",32,69240.0727468959
"60-69",62,70420.862603466
"30-39",39,50803.2543041266
"20-29",28,89302.7403099107
"50-59",52,68436.9332653134
"10-19",19,27343.6438782411
"30-39",31,45345.7797778568
"30-39",39,88134.5759021639
"70-79",77,41678.4385275408
"50-59",51,94045.8640527745
"40-49",40,44870.4336151784
"20-29",25,65005.5273491319
"60-69",67,56019.2949768328
"30-39",36,130009.941531595
"50-59",53,98948.0819007554
"20-29",25,64321.0917523928
"70-79",77,30367.2288434007
"50-59",50,39169.3217235345
"60-69",66,73568.2188582482
"40-49",48,73127.7086733289
"30-39",31,55520.2922073009
"50-59",56,101974.619685294
"40-49",40,75834.4512988535
"40-49",40,43968.4621926758
"50-59",54,35294.9724080613
"40-49",43,46710.9666795833
"50-59",53,43713.9321902588
"20-29",26,83048.8049885021
"80-",82,44643.1643896574
"40-49",40,73726.5773588495
"20-29",28,73614.9160615618
"60-69",64,105251.743546387
"50-59",55,64957.1011074169
"60-69",67,57639.9263885147
"20-29",26,77031.6071971779
"60-69",61,45889.6265299102
"60-69",61,74431.5339232613
"40-49",46,74095.1271464325
"70-79",77,50513.8751336062
"20-29",26,98776.3153371538
"20-29",22,35774.9646555667
"30-39",35,78570.0188498896
"30-39",30,50263.0312366564
"70-79",79,28094.3192777329
"10-19",19,38027.0714787776
"30-39",36,137017.402427372
"40-49",44,105598.264649937
"40-49",47,96329.772360521
"10-19",19,31805.9931015291
"40-49",46,69744.2747582813
"20-29",23,20864.0927513838
"30-39",34,118007.23078483
"30-39",38,64397.3178130217
"60-69",61,102293.53721614
"60-69",69,52165.8379844408
"40-49",45,55366.8313807379
"20-29",22,20492.6580540249
"50-59",54,47897.1068888161
"50-59",53,81739.3951424981
"80-",81,35942.7072748468
"30-39",33,123434.996085048
"70-79",77,61813.8624625611
"50-59",53,57900.8743519787
"20-29",29,61810.6088201677
"60-69",63,61405.1334864027
"40-49",49,70623.5556406399
"30-39",31,58927.4681020525
"40-49",47,58538.8083549039
"60-69",65,45264.0342939527
"40-49",40,76323.8275845104
"30-39",37,80788.8135904814
"10-19",18,13254.2209761552
"30-39",32,79655.0458471895
"30-39",30,95906.7825389936
"30-39",35,64000.0438047732
"70-79",77,59452.1234615252
"40-49",47,90162.2132140041
"20-29",28,70515.0113454719
"60-69",69,49316.7022848905
"30-39",36,117668.273410964
"60-69",65,33464.0241110198
"20-29",21,24715.95189085
"30-39",32,114911.7598331
"30-39",31,55136.5833700991
"20-29",27,47069.6621364598
"10-19",18,15985.3904407389
"20-29",27,86977.0250667388
"30-39",39,111315.020991144
"30-39",38,60180.8311728224
"50-59",51,49198.5030025767
"50-59",58,57789.1421032603
"80-",86,51989.4057823485
"30-39",36,121052.900452445
"80-",81,50950.1214124324
"50-59",51,56722.8539594527
"30-39",35,83647.3247464363
"20-29",20,43130.4012065225
"50-59",51,69783.5690989773
"40-49",48,95191.4287759294
"30-39",31,78767.0644200821
"20-29",26,108159.46779245
"60-69",68,37254.1725726978
"50-59",57,88933.4605602868
"50-59",53,78517.2153106864
"50-59",55,87634.872782473
"50-59",54,89810.8999732224
"20-29",22,33975.1699016721
"50-59",52,69299.114161852
"50-59",58,38043.4044801461
"50-59",57,95110.9623565004
"50-59",53,101087.773373612
"20-29",24,32871.2466325531
"20-29",27,56732.3412609888
"20-29",27,88346.204066966
"40-49",45,96896.6237134351
"80-",82,70781.2067384682
"40-49",46,56216.1494272158
"50-59",52,75267.1168107662
"30-39",30,46980.5934149172
"40-49",44,68302.6916219336
"20-29",24,31774.6071800205
"50-59",59,72417.3598397325
"70-79",73,41496.3167550494
"50-59",55,50227.7958489146
"40-49",46,88199.3705441619
"20-29",25,64831.2251705086
"20-29",25,25117.0313132342
"20-29",29,95830.6766161857
"20-29",25,92388.8173426782
"40-49",43,66358.1505236935
"30-39",36,100512.855710082
"50-59",52,51244.9450848298
"30-39",37,98498.8119469028
"20-29",28,114805.807864225
"20-29",20,10783.8824476322
"20-29",24,21471.7676500767
"10-19",18,41353.0808202309
"30-39",36,97914.6345201574
"20-29",29,102880.39317147
"10-19",19,32270.2466468911
"30-39",34,60309.6995184836
"30-39",34,139334.856531013
"50-59",50,61741.6107708973
"40-49",46,82599.9417173144
"30-39",39,49093.7582728106
"50-59",52,45809.6190165119
"20-29",21,48171.9087255461
"80-",87,62885.7817036884
"30-39",32,76104.7683068408
"20-29",20,28960.3791471822
"30-39",38,83519.4255145779
"30-39",33,37999.7820033369
"30-39",35,122116.858833293
"30-39",39,70719.6478424465
"20-29",24,27396.5253619524
"70-79",76,53514.5221798221
"50-59",53,96006.2833890634
"30-39",36,133203.910535167
"60-69",60,61427.1045311143
"40-49",48,59179.2323502829
"50-59",56,98737.1743461638
"20-29",25,46541.7628622077
"30-39",33,85389.7066060836
"70-79",76,70988.2839493332
"20-29",23,29852.4154707631
"10-19",18,43880.5444771131
"40-49",42,63945.4971156582
"20-29",22,25022.0997749297
"20-29",21,35990.3364357495
"20-29",27,87716.1337631268
"40-49",47,78824.1525408694
"40-49",49,81658.7214508174
"50-59",59,91935.521690872
"30-39",30,88881.5690114934
"40-49",49,77884.7418406548
"20-29",28,49364.9580363757
"60-69",60,98581.6292717399
"20-29",24,30952.1201039456
"20-29",25,99353.2448139567
"60-69",63,85401.0313892156
"30-39",35,63608.9534907093
"40-49",47,75961.9633885155
"40-49",44,50612.1278815676
"20-29",22,40123.7664257622
"20-29",24,21281.0040270172
"20-29",28,63663.8166565529
"40-49",49,48309.3291996329
